PMID ,PERSONS
PMID , 
20081223," Zsuzsanna Dosztanyi , Lor , Dietlind Gerloff , Marco Punta , Reinhard Schneider , Anna Tramontano , "
20080511," Jens Reeder , Georg Sauthoff , GAPc , Robert Homann , Stefanie Schirmer , "
20053840," Yoshinobu Kano , "
20071372," Gary Dillon , Jacqui McQuillan , Anna Protasio , "
20053844," Mr Michael Chiu , "
20089514," Haim Ashkenazy , Edmond J. Safra Bioinformatics , M.S. , "
20081222," Peter Andrews , "
20080508," Dr Matthias Mann , Max Planck Institute , Martinsried , Dr Matthias Selbach , "
20089515," Rede Fiocruz , Plataforma de Bioinform , Coordena , de Aperfei , Pessoal , de Amparo , Programa Estrat , PAPES , "
20385730," Gilad Wainreb , Maya Schushan , Edmond J. Safra Bioinformatics , M.K. , "
20363728," Dr Robert Mecham , Dr Sean McLean , "
20371497, 
20305268, 
20371498," Fabian Birzele , Peter R , Alfred P. Sloan Foundation , "
20223834," Dr. S.K. Ng , J. Satagopan , "
20335276," Veida Elliott , Raquel Maddox , "
20228128," Nadja Betzler , Klein , Monette , Pierre Schaus , Fran , K.F. , "
20299325," Nico Pfeifer , "
20360059, 
20400755," Thomas Schiex , Christophe Caron , Veronique Martin , Delphine Vincent , Vitte , "
20219865," Christof Francke , Bas Dutilh , "
20299324," A. Yoshihara , "
20335277, 
20223836, 
20861027, 
20926421," S.K. , "
20947527, 
20861029, 
20861030," Nicolas Servant , Val , Nicolas Delhomme , Patrick Aboyoun , Julien Gagneur , Richard Bourgon , Wolfgang Huber , Institut Curie , "
20940168, 
20880955," Cyrus Chothia , Derek Wilson , Daniel Hebenstreit , Rouslan Moukhametzianov , Madhav Sukumaran , Gabriella Frigerio , Guilhem Chalancon , A.W. , Darwin College , "
20861033, 
20926419," Harsha Gowda , Kumaran Kandasamy , Akhilesh Pandey , Elham Alizadeh , Celeste Lyn Paul , "
20861026," Toni Gabald , Eduardo Eyras , Charles E. Chapple , "
20870642," Tetsuo Shibuya , "
20798171, 
20826881," John Wootton , David Landsman , Roy Navon , Weijun Luo , GAGE , "
20810602," J. Wilbur , L. Yeganova , G.C. Murray , D. Comeau , L. Smith , "
20847220, 
20871106, 
20739310," Jean-Jacques Codani , Laurent , Matthias Gall , "
20631160, 
20739307," Hilmar Lapp , Chris Fields , "
20739308," Lee Whitmore , Dr Andrew Miles , Ben Woollett , David Houldershaw , William R. Taylor , "
20733063," Andras Aszodi , Pascal Benkert , Tobias Schmidt , Eigen , "
20739309, 
20798169," Cynthia Pfannkoch , Shannon Williamson , "
20801914, 
20709692, 
20829444," Dinesh K. Barupal , P. Karp , Rima Kaddurah-Daouk , D. Wishart , "
20798170, 
20733061," Dr Maor , "
20733062," J. Klemm , T.B. , "
20702402," Guillaume Smits , Johan Rung , Richard Jeffs , James Smith , Paul Bevan , Sanger Webteam , Andrew Bryant , "
20679335, 
20679333," Pieter van Beek , Anand Gavai , Stijn van Dongen , A.K. , H.N. , "
20702398," Gabor Bakos , Kevin Sullivan , John Quinn , "
20709690," Dr William Black , "
20679331, 
20624781," Rui-Sheng Wang , Jianxin Wang , Minzhu Xie , Zhixiang Chen , Zhiyu Zhao , "
20628073, 
20624783, 
20634204," Anne Jackson , Karen Mohlke , Laura Scott , "
20628075, 
20647521," Yves Sucaet , Eve Wurtele , Jesse Walsh , "
20656902," Cytoscape , Institut Pasteur , "
20679334, 
20628074," Stephen Evanchik , Martin Senger , "
20693322, 
20976873, 
20823300, 
20823301, 
20823302," Dr Alexander Sczyrba , Dr Richard Reinhardt , Dr Christopher Quince , "
20823303, 
20823304," David Adams , Sanger , "
20823305," Amnon Amir , "
20823306, 
20823307," Ronny Lorenz , "
20823308," Unyanee Poolsap , Raheleh Salari , Y.K. , K.S. , "
20823309, 
20823310, 
20823311," Solange Karsenty , Menachem Fromer , Noam Kaplan , "
20823312, 
20823313," Simon Mitternacht , "
20823314, 
20823315," Sangsoo Kim , Seon-Young Kim , "
20823316," George Michailidis , "
20823317, 
20823318," Ewa Aurelia Miendlarzewska , Sven Bergmann , T.R. , "
20823319," Kjell Petersen , Peter Fischer Hallin , M.K. , A.T. , I.J. , A.J. , "
20823320," C.B. , C.B. , "
20823321, 
20823322," Fidel Ram , Alejandro Pironti , "
20823323," Rhonda Oliver , Audrey McCulloch , Gert Vriend , Barend Mons , Jan Velterop , Hailiang Mei , Wiki , Lars Juhl Jensen , Sean O'Donoghue , "
20823324," Christine Solnon , "
20823325," Mark Stitt , Waltraud Schulze , Ronan Sulpice , Eva-Theresa Pyl , Max Planck Society , M.S. , "
20823326, 
20823327," Anika Joecker , Maria , Stephan Gade , Marc Johannes , Alexander Kerner , Dirk Ledwinka , "
20823328," Delphine Ropers , Maria Pia Cosma , Diego di Bernardo , "
20823329," Natasa Przulj , "
20823330," Han Brunner , Martin Oti , van Driel , Regione Piemonte , "
20823331," Salim Chowdhury , Mehmet Koyut , David DesJardins , "
20823332, 
20823333," Kenny Billiau , Wetenschap , "
20823334, 
20823335," Rolf Kabbe , Karlheinz Gro , Marc Hemberger , Maik Lehmann , Akademischer Auslandsdienst , "
20823336, 
None, 
20663846," K. Deutsch , S. Bloom , M. Gundapuneni , M. Nykter , A. Diercks , E. Fu , V. Thorsson , A. Nachman , B. Marzolf , D. Rodriguez , L. Rowen , Lung , "
20587705, 
20651112," Dougie Lamont , David Campbell , Tom Walsh , "
20605927," Regina Samaga , Axel von Kamp , "
20610611, 
20616382," Michael Boehnke , Hyun Min Kang , Anne Jackson , Y.L. , PI Lin , "
20628076, 
20639541," James Taylor , Heng Li , Martin Deacutis , Lincoln Stein , Perl , "
20605930, 
20605928," Chung-Yen Lin , Chieh-Hua Lin , "
21330289," Alistair Chalk , Nick Matigian , J.Q. , "
21357576," Jianguo Rao , Jeff Christiansen , Duncan Davidson , Lalir Kumar , Mei Sze Lam , "
21349867, 
21349863, 
21349862, 
21349873," Paul Thompson , "
21349868," B.B. , Institut Curie , A.B. , "
21278367, 
21278190," Glenn Proctor , Andreas Kahari , Marc Hoeppner , Alejandro Sifrim , "
21330290, 
21303863, 
21310745," Max Schobert , Patrick , "
21372082," Renee Otten , Thomas Goddard , Python , VIDI , "
21330287," Susanne Balzer , Christopher Quince , Erick Matsen , "
21278186," Wu , Su-Wei Hsu , Chuang , Chang , Shurong Zheng , "
21335611, 
21296753," Poul F. Nielsen , "
21325301," Guy Cochrane , Micaela Gallozzi , Nick Gresham , Nicole Rusk , Bruno Strasser , Jonathan Wren , Bergman , Hakenberg , Jean-Stephane Joly , Sam Griffiths-Jones , Adriaan Klinkenberg , Goran Nenadic , Pedro Olivares-Chauvet , M.H. , M.G. , "
21700674," Henrik Flyvbjerg , R.K. , "
21737439, 
21697123, 
21685047," C. Vilas , "
21700675," Jochen Supper , Akira Funahashi , Toshiaki Katayama , "
21666269," Drs Varda Oron-Karni , Orly Yaron , Judit Kovarsky , David Golan , Zvi Bentwich , Drs Eran Bacharach , Eran Halperin , Dana Braff , Shomron , Wolfson , Edmond J. Safra , "
21653523, 
21690102," Howard Hughes , "
21685053, 
21653522, 
21697132," R. Berutti , M. Muggiri , C. Podda , F. Reinier , "
21666267," Manfred Claassen , Alexander Leitner , Franz Herzog , Thomas Walzth , "
21697129, 
22101152, 
21994224," Christian Perez-Llamas , David Gonz , Julien Lagarde , Robert Castelo , Mark Kon , Manolis Kellis , Ana Rojas , "
22039207, 
22034521," E.J. Dodson , M.G. Rossmann , K. Sixma , "
22156367, 
21949271, 
22006916," Alan Rubin , Michael Hoffman , William Noble , Howard Hughes , "
22025480," V. Nolte , M. Kapun , P. Orozco-ter Wengel , "
21998154," Arnoldo Frigessi , "
21998153," Rainer Lehtonen , Virpi Ahola , Ilkka Hanski , Panu Somervuo , Lars Paulin , Petri Auvinen , Liisa Holm , Patrik Koskinen , Pasi Rastas , "
21998155," Daphna Meroz , Amit Ashkenazi , H.A. , Edmond J. Safra , "
21998156," Dr Won Kim , "
21994219, 
21148542," Kiyoshi Asai , Hisanori Kiryu , Takeaki Uno , Tetsuo Shibuya , Yasuo Tabei , Martin Frith , "
21186244," Dr. F. Peri , K. Palaniappan , "
21216778," D.F. Taylor , S. Wood , R. Yip , G. Kolle , H. Isaac , "
21233165, 
21169373, 
21169378," Emmanuel Paradis , Eric Bapteste , Philippe Lopez , Thibaut Jombart , K.S. , "
21282182, 
21123221," Christian Anthon , Peter Menzel , "
21148543," Herve Tettelin , Jason Stahl , Dave Rasko , Florian Fricke , David Riley , "
21134891," Florian Kiefer , "
21127034," D. Gfeller , S. Hui , L. Li , R. Ammar , Bader , J.R. Chen , "
21149339, 
21169377, 
21149277, 
21138948, 
21149340, 
21258060," WIST , Ralph Santos , PCAPStore , WIST , WIST , "
21169372," Dr Li Ding , "
21088027, 
21127032," Mavrommatis Konstantinos , "
21088024," Jakob Hull Havgaard , Larry Croft , J.G. , J.G. , J.G. , R.B. , R.B. , R.B. , T.G. , Arndt , Wiener Wissenschafts , Technologiefonds , Arndt , "
21098433," Jose Riquelme , Monica Ray , Claudio Arjona , Soci , Grant , "
21081509, 
21081511," W. Akhtar , R.C. Akkers , S.J. Bartels , A. Costessi , M. Koeppel , E.N. Kouwenhoven , M. Lohrum , J.H. Martens , N.A.S. Rao , L. Smeenk , H. Zhou , "
21075741," D.F. Taylor , D.T.P. Tang , S. Wood , J.V. Pearson , N. Waddell , K. Kassahn , "
21084284, 
21134889," Raymond Auerbach , Wasay Hussain , "
21115439, 
20980271, 
21062764," Christopher Cramer , "
21088025, 
21076150, 
21098431," Felipe , "
21177990, 
21653513, 
21624899, 
21593132," David Martin , Tom Walsh , "
21596792," Rob Spencer , "
21636594," Dr. Anan Jongkaewwattana , Eakasit Pachawongsakda , "
21596790," Dr Laura Kerov-Ghiglianovich , R.D. , "
21551150, 
21561920, 
21685057, 
21685058, 
21685059," T. Ohta , X. Wang , S. A. Iqbal , "
21685060, 
21685061," Marc Parisien , Ronny Lorenz , "
21685062," Hamidreza Chitsaz , Daniel Lokshtanov , Glenn Tesler , "
21685063, 
21685064, 
21685065," S.K. , "
21685066, 
21685067, 
21685068," N.F. , "
21685069," Delphine Ropers , "
21685070," Drs Mina Bissell , Alfred P. Sloan Fellowship , "
None, 
21685072, 
21685073," Oliver Stegle , Barbara Rakitsch , Chlo , Agathe Azencott , "
21685074, 
21685075," Herbert Thiele , Bruker Daltonik , Ferdinand von Eggeling , Michael Becker , Deininger , Bruker Daltonik , Michael , Chen Sagiv , Oliver Kesz , "
21685076," Tzumin Lee , Gerry Rubin , Richard Tsien , Ann-Shyn Chiang , Greg Jefferis , Howard Hughes , "
21685077," Helen Berman , John Westbrook , Izaak Walton Killam , "
21685078," Mukul S. Bansal , Martin , "
21685079, 
21685080," Tomi Pastinen , M.B. , J.S. , "
21685081," Matthew D. Rasmussen , Manuel Garber , "
21685082," A. Feenstra , W. Fokkink , J. Heringa , "
21685083, 
21685084," Haase , Xin Guo , Andreas Pfenning , Diana Fusco , "
21685085," Richard Reinhardt , Dr Kjetill Jakobsen , Anders Lanz , Dr Niina Haiminen , Dr Christopher Quince , Markus Grohme , TH Wildau , "
21685086," G.J. , "
21685087," Ronny Luss , Edmond J. Safra Bioinformatics , D.G. , "
21685088, 
21685089," M. Schaub , "
21685090, 
21685091," Richard Neher , "
21685092, 
21685093," Kazuki Saito , Masami Y. Hirai , Masanori Arita , Christoph Hafemeister , de Amparo , "
21685094, 
21685095, 
21685096," Petri Auvinen , Ali Mortazavi , Mitchell Rawlins , Peter Sykacek , "
21685097," Friedman , Maydan , "
21685098, 
None, 
21685100," Nathan Hurst , "
21685101," Bahar , "
21685102," Rachel , Arun Konagurthu , "
21685103," Dr. Shihua Zhang , Alfred P. , "
21685104," Nurul Mohamad , G.D. , "
21685105, 
21685106," K.S. , K.S. , K.A. , K.A. , "
21685107, 
21546400," Peter Gumrich , Christian Opitz , Stefanie , Alexander Kaever , "
21498402," Loredana Le Pera , Andrea Sbardellati , Alejandro Giorgetti , Francesca Camilli , Gianmauro Cuccuru , Michele Muggiri , Carlo Podda , "
21543442," Peter Clote , "
21486936, 
21505030, 
21505035, 
21546392," Jim Brown , Yann Ponty , Craig Zirbel , Neocles Leontis , Greg Caporaso , Justin Kuczynski , Jose Clemente Litran , R.K. , R.K. , "
21546397, 
21511715, 
21493657," Kindler , Stefan Br , Gary Davidson , Caitlin Howell , Markus Niermeyer , Marie Curie , Dopaminet , "
21493656, 
21471012, 
21511714," Xun Gu , Jie Li , "
21224287," Drs Zhao , Wu J.Y. , Zhu , Zhang , L.K. , "
21258065," Johannes Hewel , Yoseph Barash , Leo Lee , Vincent Fong , Steacie , "
21252077," D. Kreil , A. Posekany , P. Sykacek , "
21278187, 
21278184," David Martin , M.D. , M.D. , M.D. , M.D. , "
21278185, 
21233166," Wolfgang Huber , Ernest Turro , Anna Farne , Duncan Odom , Stephen Watt , Sarah Leigh-Brown , David Thybert , Johan Rung , John Marioni , "
21325299, 
21224286, 
21258062," Oliver Pelz , Michael Boutros , Benilton Carvalho , Maurice Anspach , "
21296754," Sophie Chopart , "
21257609," Tuan , Xuejian Xiong , John Parkinson , Jonathan Olsen , Andrew Emili , "
21252075," Jonathan Warren , "
21258063," Dr Vincent Fusaro , Dr Joon Lee , Dr Cassa , "
21233167," Xinmeng Jasmine Mu , Declan Clarke , Nicholas Carriero , Robert Bjornson , Nicholas Carriero , "
21233169, 
21183584," Dr. Rameen Beroukhim , "
21245054," Jason Carroll , Dr Duncan Odom , Mark Dunning , "
21245052, 
21216776, 
21441577, 
21436128, 
21450709," Bob Morrell , Sharon Elcombe , Jason Hipp , Robert Freimuth , Konrad Rokicki , Booz Allen Hamilton , "
21414991," J.W. , Ondex , J.W. , A.W. , J.W. , J.W. , J.D. , J.W. , J.H. , A.W. , P.L. , D.W. , J.H. , "
21372085, 
21493661," Viklund , "
21965818, 
21984761," Jim Robinson , Dr Cedric Le Caignec , Hospitalier Universitaire , Fran , Grant , "
21976420, 
21984756," Luca Cardelli , "
21903626," Cathy Lozupone , Jessica Metcalf , Laura Wegener Parfrey , Justin Kuczynski , Jose Clemente , Bill , Melinda Gates Foundation , Howard Hughes , "
21926122," Dr Ramakrishnan , A.K. , "
21852304, 
21849395," Zongcai Ruan , Howard Hughes , "
21911333," Nuno Faria , Guy Baele , "
21873640, 
21856738, 
21865301," Michael G. Neubauer , Petra Ross-Macdonald , Karl-Heinz Ott , Squibb , "
21824971," Charles Perou , Anais Monroy , J.L. , Charles Perou , N. Cooper , Alfred P. Sloan Foundation , "
21821664," Catriona Tate , "
21810901, 
21803803, 
21813477, 
21788211," Sean Eddy , Dave Mathews , Bill Thompson , Lee Ann McCue , "
21810899," T.G. , T.G. , T.G. , "
21784792, 
21798964, 
21743060, 
21775304," Jim Kent , David Haussler , Dannon Baker , Dan Blankenberg , Nate Coraor , Jeremy Goecks , Greg Von Kuster , Ross Lazarus , Kanwei Li , Kelly Vincent , A.N. , J.T. , J.T. , "
21765097," Sandra Schwarz , Ryan Morlen , Philip Lam , Mike Wasnick , Theodore Larson Freeman , Eli Weiss , M.A.J. , L.R. , C.F. , L.R. , "
21743062, 
22399678, 
22368243," Cole Trapnell , Ali Mortazavi , Diane Trout , Brian Haas , Saket Navlakha , Benedict Paten , "
22355081, 
22368245, 
22390938," Sayan Battacharya , Christian Loyek , Julia Herold , Nasir Rajpoot , "
22383735, 
22285560," Emilie Person , Balazs Laurenczy , Linda Z. Holland , Chris Mungall , "
22332238," Brad Chapman , Hilmar Lapp , Steffen , J.A. , H.M. , Marie Curie , "
22308148," Torsten Schwede , Valerio Mariani , Marco Biasini , J.K. , "
22308096," Konrad Zych , Rubicon , D.A. , "
22285827," Fabrice Legeai , Joelle Amselem , Baptiste Brault , "
22285562, 
22328784," Cheryl Arrowsmith , Logan Donaldson , Ming Li , Virginia Unkefer , "
22285831, 
22332235," Junko Ishida , Maho Tanaka , Taeko Morosawa , David Gifford , "
22328783," Kim van Roey , Holger Dinkel , K.L. , Coll , "
22321698," Stephen Clark , Bonnie Webber , Dr Naoaki Okazaki , Dr Nigel Collier , Dr Anna Korhonen , Yufan Guo , Ian Lewin , Jee-Hyub Kim , Dr Simone Teufel , Dr Amanda Clare , Dr Andrew Sparkes , Dr Colin Sauze , Dr Liakata , "
22685075," Li Liu , Mia Champion , Alan Filipski , Crystal Hepp , Kristyn Gerold , Maxwell Sanderford , S.K. , Brenda Hogue , "
22668792," Steve Skiena , Fatma Bezirci , Ben Langmead , "
22711789, 
22711795," Makoto Miwa , Jari Bj , Nick Gresham , "
22689387," Donna Foundation , "
22718788," Yang Zhang , Gaurav Chopra , Jeremy Horst , Ambrish Roy , Thomas Wood , "
22711790," Lutz Fischer , Michaela Spitzer , Ryusuke Kimura , "
22718786," Abbott , Takeda , "
22743224," Dr Conrad C. Huang , Dr John H. Morris , "
22618535," Gibran Hemani , Crohn , "
22668788," Lin Liu , Yiqian Zhang , Chenfei Wang , Meng Zhou , Qian Zhao , "
22543369," Catherine J.L. Theobald , "
22581176, 
22645166," Avi Mayo , Tomer Shlomi , Naama Tepper , Robert N. Goldberg , Wolfram Liebermeister , Igor Libourel , Hulda S. Haraldsd , David Arthur Barton , Anthony Stalbow Charitable Trust , Stella Gelerman , Dr. Milo , Anna , "
22628521, 
22718787, 
22628519, 
22645168," Akihiro Yamaguchi , Kei Iida , Atsushi Hijikata , Kazuki Shinoda , Kei Yura , M.G. , "
22661648, 
22661647," Sapet , Biogemma , Jorge , Decroocq , Jacques Legouis , Marion Truntzler , Laurence Moreau , Jean-Baptiste Veyrieras , "
22635606, 
23052039," Luke Jostins , Karola Rehnstr , "
23074261, 
23074260, 
23044548, 
23052038, 
23044552," J.S. , "
23047554," R. Schenkendorf , "
23023983," Osamu Gotoh , Viet Huy Dinh , Shaq Liu , "
23060610, 
23023984, 
23097421," Boris Shraiman , "
23047558," John Pinney , Maxime Huvet , P.K. , "
23047562," Elizabeth Dinsdale , Dr Bas Dutilh , "
22199388," Kim Wong , "
22219203," Dr Hannes Ponstingl , Erik van den Akker , "
22219206, 
22247279," R.K. , "
22199390," Natalie Xie , S.K. , D.K. , "
22210871," Laszlo Kajan , Guy Yachdav , Tim Karl , Alexander , B.R. , "
22171334," Ana Kozomara , Matthew Ronshaugen , Ian Donaldson , Max Haussler , Dave Gerrard , Aaron Webber , Franziska Bonath , Leo Zeef , Ben Langmead , "
22262672," Ranjan Srivastava , "
22130594, 
22155870, 
22155865," Gavin Meredith , Medizinausschuss Schleswig Holstein , R.S. , J.R. , "
22155869," Matthew Haynes , Ramy Aziz , "
22171330," Dirk Gevers , Curtis Huttenhower , Owen White , Lita Proctor , Jesse Zaneveld , Dan Sisco , Clotilde Teiling , Chinnappa Kodira , Howard Hughes , "
22123829, 
22171328," Guanhua Chen , "
22121156," Etienne de Villiers , Trushar Shah , Dave Kemeza , "
22084253," Daniel Lai , "
22110243," Russ Altman , Mike Wong , Rey Banatao , Magdalena Rother , Irina Tuszynska , Marcin Pawlowski , "
22121159," Leisch , Leisch , FLXMRmgv , Scharl , "
22106335," Tuominen , Tiina Marjomaa , Leo Lahti , A.F. , S.K. , "
22180409," Adrian Alexa , Andreas Schlicker , "
22088845," Mrs Shannon McDonnell , Stephen Thibodeau , Dr Ellen Goode , Dr Fergus Couch , James , Donna Barksdale , "
22039206, 
22088842, 
22057162, 
22053076, 
22057160, 
22080466, 
22556368," Ralf Westram , Wolfgang Ludwig , "
22576178," P. Lichocki , F. Bastian , N. Galtier , O. Riba-Grognuz , "
22611130," Dr Lang Li , "
22595210, 
22576176," Jiguang Wang , "
22576174, 
22592381," Katsuya Hino , Dr Hiroshi Yanagawa , "
22531217," Gregory Jordan , Tim Massingham , Javier Herrero , Paul Flicek , "
22563066, 
22539668, 
22556369," J.P. Rindfleisch , Brian Maunze , Yang Yang , Sijia Liang , Jourdan Posner Erika Moen , Trisha Rettig , "
22543366, 
22500001," Luke Jostins , Andrew Morris , Rob Andrews , "
22531216, 
22543367, 
22539666, 
22556367," Tony Burdett , Adam Faulconbridge , "
22689748, 
22689749," Chung-Chi Lin , Lung , "
